0,1,0.057592,0.057592
0,2,1.433682,1.420896
0,3,6.570499,4.189993
0,4,8.099451,0.278188
0,5,9.942256,0.002725
0,6,10.787635,0.000000
0,7,9.160952,0.000000
0,8,9.122694,0.000000
0,9,7.770374,0.000000
0,10,6.864092,0.000000
0,11,5.837553,0.000000
0,12,4.907072,0.000000
0,13,4.004886,0.000000
0,14,3.121928,0.000000
0,15,2.807355,0.000000
0,16,2.000000,0.000000
0,17,1.000000,0.000000
0,18,1.000000,0.000000
0,19,-0.000000,0.000000
0,20,-0.000000,0.000000
0,21,-0.000000,0.000000
0,22,0.000000,0.000000
1,2,1.433682,1.433682
1,3,6.570499,4.279177
1,4,8.099451,0.282150
1,5,9.942256,0.002759
1,6,10.787635,0.000000
1,7,9.160952,0.000000
1,8,9.122694,0.000000
1,9,7.770374,0.000000
1,10,6.864092,0.000000
1,11,5.837553,0.000000
1,12,4.907072,0.000000
1,13,4.004886,0.000000
1,14,3.121928,0.000000
1,15,2.807355,0.000000
1,16,2.000000,0.000000
1,17,1.000000,0.000000
1,18,1.000000,0.000000
1,19,-0.000000,0.000000
1,20,-0.000000,0.000000
1,21,-0.000000,0.000000
1,22,0.000000,0.000000
2,3,6.570499,6.570499
2,4,8.099451,0.419992
2,5,9.942256,0.004629
2,6,10.787635,0.000000
2,7,9.160952,0.000000
2,8,9.122694,0.000000
2,9,7.770374,0.000000
2,10,6.864092,0.000000
2,11,5.837553,0.000000
2,12,4.907072,0.000000
2,13,4.004886,0.000000
2,14,3.121928,0.000000
2,15,2.807355,0.000000
2,16,2.000000,0.000000
2,17,1.000000,0.000000
2,18,1.000000,0.000000
2,19,-0.000000,0.000000
2,20,-0.000000,0.000000
2,21,-0.000000,0.000000
2,22,0.000000,0.000000
3,4,8.099451,8.099451
3,5,9.942256,0.336195
3,6,10.787635,0.000094
3,7,9.160952,0.000000
3,8,9.122694,0.000000
3,9,7.770374,0.000000
3,10,6.864092,0.000000
3,11,5.837553,0.000000
3,12,4.907072,0.000000
3,13,4.004886,0.000000
3,14,3.121928,0.000000
3,15,2.807355,0.000000
3,16,2.000000,0.000000
3,17,1.000000,0.000000
3,18,1.000000,0.000000
3,19,-0.000000,0.000000
3,20,-0.000000,0.000000
3,21,-0.000000,0.000000
3,22,0.000000,0.000000
4,5,9.942256,9.942256
4,6,10.787635,0.152163
4,7,9.160952,0.000033
4,8,9.122694,0.000000
4,9,7.770374,0.000000
4,10,6.864092,0.000000
4,11,5.837553,0.000000
4,12,4.907072,0.000000
4,13,4.004886,0.000000
4,14,3.121928,0.000000
4,15,2.807355,0.000000
4,16,2.000000,0.000000
4,17,1.000000,0.000000
4,18,1.000000,0.000000
4,19,-0.000000,0.000000
4,20,-0.000000,0.000000
4,21,-0.000000,0.000000
4,22,0.000000,0.000000
5,6,10.787635,10.787635
5,7,9.160952,0.031988
5,8,9.122694,0.000013
5,9,7.770374,0.000000
5,10,6.864092,0.000000
5,11,5.837553,0.000000
5,12,4.907072,0.000000
5,13,4.004886,0.000000
5,14,3.121928,0.000000
