1 2.11391175504
2 11.2519674625
3 12.7760174077
4 23.5805117632
5 23.2607227942
6 22.4167522381
7 21.2708587697
8 19.9414803818
9 18.5445947189
10 17.1967942067
11 16.0080127368
12 15.0489976529
13 14.3333650291
14 13.7747870596
15 13.292465435
16 12.8496005748
Total time: 130.911988
