0,3.035838,3.000000,1.179550,1.391337
1,7.917416,7.000000,3.879366,15.049483
2,4.680984,3.000000,7.983406,63.734778
3,6.484322,6.000000,8.045412,64.728648
4,10.347623,7.000000,19.153547,366.858345
5,10.478603,8.000000,11.960304,143.048876
6,9.740771,8.000000,13.405666,179.711871
7,9.400549,7.000000,8.752718,76.610076
8,21.548348,13.000000,23.821552,567.466318
9,12.535547,9.000000,13.284510,176.478215
10,11.758786,8.000000,21.456526,460.382518
11,11.042289,9.000000,11.667588,136.132615
12,15.801799,12.000000,12.633034,159.593539
13,13.045108,11.000000,17.912789,320.867993
14,11.015004,7.000000,9.664630,93.405074
15,11.920553,7.000000,11.126100,123.790105
16,11.785941,7.000000,19.102093,364.889972
17,12.957920,12.000000,10.397053,108.098721
18,12.152180,9.000000,18.388627,338.141587
19,15.073674,13.000000,11.192858,125.280073
20,13.625735,9.000000,10.542306,111.140226
21,16.451115,7.000000,20.527564,421.380870
22,13.128337,10.000000,10.210476,104.253811
23,8.889524,7.000000,8.586292,73.724413
24,13.386454,6.000000,13.601766,185.008040
25,7.274090,5.000000,8.741018,76.405400
26,8.202830,6.000000,13.450070,180.904389
27,8.395722,6.000000,8.783276,77.145933
28,5.575758,2.000000,9.489259,90.046041
29,10.168919,6.000000,27.087401,733.727302
30,7.788104,6.000000,10.334503,106.801948
31,8.671875,6.000000,12.868328,165.593873
32,6.951807,6.000000,9.726382,94.602507
33,8.079268,4.000000,13.450197,180.907788
34,7.165644,4.000000,12.335968,152.176096
35,7.138365,4.000000,12.545854,157.398456
36,6.359477,4.000000,12.069761,145.679137
37,6.543046,4.000000,13.023433,169.609801
38,6.200000,4.000000,12.058025,145.395973
39,6.228188,4.000000,11.028906,121.636768
40,6.687075,4.000000,11.660026,135.956202
41,5.780142,1.000000,9.219616,85.001317
42,4.225564,1.000000,6.238464,38.918432
43,3.511628,1.000000,3.901354,15.220567
44,4.664062,1.000000,7.241914,52.445312
45,3.771654,1.000000,4.252336,18.082365
46,3.368000,1.000000,3.677604,13.524774
47,3.169355,1.000000,2.740013,7.507671
48,2.943089,1.000000,2.379216,5.660669
49,3.229508,1.000000,2.868429,8.227882
50,3.181818,1.000000,2.789863,7.783333
51,3.941667,1.000000,5.166628,26.694048
52,4.647059,1.000000,6.759285,45.687936
53,3.672414,1.000000,4.144721,17.178711
54,26.973913,1.000000,124.680888,15545.323875
55,4.837838,1.000000,7.763013,60.264373
56,3.657658,1.000000,4.384882,19.227191
57,3.504505,1.000000,4.033663,16.270434
58,3.063063,1.000000,2.707831,7.332351
59,3.873874,3.000000,1.912243,3.656675
60,4.441441,3.000000,2.603091,6.776085
61,3.533333,1.000000,3.331281,11.097436
62,5.485714,6.000000,3.461642,11.982967
63,4.742857,1.000000,6.899036,47.596703
64,4.342857,1.000000,5.725833,32.785165
65,7.674419,6.000000,4.438580,19.700997
66,10.767442,6.000000,9.838789,96.801772
67,8.000000,6.000000,4.598136,21.142857
68,7.046512,6.000000,3.969848,15.759690
69,6.744186,6.000000,1.634349,2.671096
70,5.972222,6.000000,0.506309,0.256349
71,6.085714,6.000000,1.314432,1.727731
72,6.028571,6.000000,0.923093,0.852101
73,6.529412,6.000000,1.561571,2.438503
74,6.794118,6.000000,3.835871,14.713904
