1 2.11391175504
2 11.2519674625
3 12.7766369625
4 14.3582467479
5 16.582806053
6 18.8621055469
7 20.5547922309
8 21.8104912491
9 22.532829896
10 23.2150927851
11 23.4304822565
12 23.5288430534
Total time: 298.564342
