Component Index&AES-CBC&AES-GCM&CRC16&CRC32&MMH3&SHA256&SPHASH
1&2.1139117550402466&2.1139117550402466&2.1139117550402466&2.1139117550402466&2.1140182084615233&2.1139117550402466&2.1139117550402466
2&11.251967518187763&11.251967961020828&11.251739840973105&11.251739840973105&11.251739840973123&11.251739840973141&11.251739840973098
3&12.776013160488681&12.776015753309677&12.760096081433758&12.760096081433758&12.760096387145049&12.760096387144978&12.760096387145001
4&14.342247760950361&14.342266826362213&14.16043311647171&14.16043311647171&14.160445525850802&14.160445525848113&14.160445525852671
5&16.444328366133707&16.444501188196028&16.106216315391823&16.106216315391823&16.106221409931884&16.106221409931223&16.106221409930463
6&18.477580610930424&18.47735599360443&17.478594635640754&17.478594635640754&17.478656242692072&17.478656242691173&17.478656242685769
7&19.483046993522702&19.482538631999248&17.479542160147364&17.479542160147364&17.479547337434898&17.479547337426009&17.479547337422794
8&19.824084954535124&19.822608722238236&16.606009599894268&16.606009599894268&16.606057584084262&16.606057584081928&16.606057584080304
9&19.536249142746708&19.536957447779098&16.711200594272782&16.711200594272782&16.711201308162295&16.711201308164263&16.711201308163442
10&19.918251967478014&19.917783674018114&15.310930676209811&15.310930676209811&15.310930676210459&15.310930676209814&15.310930676210663
11&19.204700011764213&19.205210573876762&15.175999932020218&15.175999932020218&15.175999932021996&15.175999932020625&15.175999932021778
12&18.010767784563804&18.009456218102617&13.941137571116162&13.941137571116162&13.941137571116633&13.941137571116165&13.941137571116284
13&17.39621228876717&17.39601110063202&13.503381328193534&13.503381328193534&13.503381328193448&13.503381328193868&13.503381328193791
14&17.274436266534043&17.274616242240654&13.226172714028237&13.226172714028237&13.226172714027282&13.226172714026736&13.22617271402766
15&16.76527800813064&16.772350415468654&13.235444983380845&13.235444983380845&13.235444983380948&13.235444983380901&13.235444983380896
16&15.836705782892459&15.832675795796131&13.691065787461442&13.691065787461442&13.691065787461381&13.691065787461488&13.691065787461454
17&15.15600429749794&15.139477707239347&13.092678180389809&13.092678180389809&13.092678180389814&13.092678180389813&13.092678180389807
18&14.435534157942051&14.42816936724434&13.222189567149051&13.222189567149051&13.222189567149055&13.222189567149117&13.222189567149123
19&13.866052540466603&13.872381700647514&12.3317213418131&12.3317213418131&12.33172134181312&12.331721341813148&12.331721341813168
20&12.824984218961234&12.803987098067173&11.246949654837509&11.246949654837509&11.246949654837509&11.246949654837511&11.246949654837515
21&11.55129208333185&11.580227936167825&10.09162434017037&10.09162434017037&10.091624340170391&10.091624340170375&10.091624340170371
