2.11391175504,23.2325042754,23.687208959,23.6916770717,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.2519676658,23.5468915006,23.6909874218,23.6916954773,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.2519678134,12.7766560067,23.5822078081,23.6912258667,23.6916949787,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.2519678134,12.7766558015,14.358231571,23.6054937358,23.6913529049,23.6916948311,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.2519676101,12.7766582391,14.3581822237,16.5828045945,23.6301969194,23.6914419091,23.6916956249,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.2519676658,12.776655056,14.3582114196,16.5828020951,18.8621073921,23.649258994,23.6915130956,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.251967961,12.776656382,14.3582115382,16.5828207271,18.8620551205,20.5547160189,23.6621366567,23.6915628807,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.251967961,12.7766591829,14.3582172175,16.5828006782,18.8621685303,20.554810428,21.8106883938,23.6745378198,23.6916243423,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.251967961,12.7766601887,14.3582665398,16.5827906251,18.8621013098,20.5547160832,21.8107128351,22.5328506906,23.6829837382,23.6916759364,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.2519678134,12.7766642932,14.3581498956,16.5827756699,18.8621326766,20.5547058327,21.8105248817,22.5328075053,23.2150619964,23.6887935387,23.6916890462,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
2.11391175504,11.251967961,12.7766438021,14.3582581815,16.5828059076,18.8621339798,20.554815016,21.8108276681,22.5328175591,23.2150629985,23.4304626256,23.6900761181,23.691690932,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,23.6916959201,0.0
