1 3.76316750984
2 11.6829165158
3 13.0447448251
4 14.1715844402
5 15.7416434321
6 16.2359133528
7 15.7335223841
8 15.3962665959
9 14.8863203326
10 15.0436229487
Total time: 61.005268
